;;ÖÐR.;PUAN;GENEL;OK.BÝR.;ÞEHÝT VE;34 YAÞ;DEPREM-;;2024-YKS;2024-YKS;;AKREDÝ-
PROGRAM;PROGRAM ADI (2);SÜRE ;TÜRÜ;KONT. ;KONT. ;GAZÝ YAK.;ÜSTÜ KADIN;ZEDE ADAY;ÖZEL KOÞUL VE ;BAÞARI;EN KÜÇÜK;TYÇ;TASYON
KODU (1);;(3);(4);(5);(6);KONT. (7);KONT. (8);KONT. (9);AÇIKLAMALAR (10);SIRASI (11);PUAN (12);(13);(14)
;ADANA ALPARSLAN TÜRKEÞ BÝLÝM VE TEKNOLOJÝ ÜNÝVERSÝTESÝ (Devlet Üniversitesi);;;;;;;;;;;;YÖKAK
100751081;  Turizm ve Seyahat Hizmetleri;2;TYT;25;1;;1;;;1267326;273.22060;;
;Saðlýk Hizmetleri Meslek Yüksekokulu;;;;;;;;;;;;
100751566;  Çocuk Geliþimi;2;TYT;30;1;;1;;;585801;327.14566;;
100750029;  Diyaliz;2;TYT;70;2;;2;;;533357;333.21445;;
100751354;  Fizyoterapi;2;TYT;30;1;;1;;;423621;348.22346;;
100751309;  Ýlk ve Acil Yardým;2;TYT;40;1;;1;;;339578;362.71658;;
100751663;  Ýlk ve Acil Yardým (KKTC Uyruklu);2;TYT;1;;;;;5;1031425;288.98147;;
100790560;  Radyoterapi;2;TYT;20;1;;1;;;467764;341.75399;;
100751575;  Týbbi Dokümantasyon ve Sekreterlik;2;TYT;30;1;;1;;;445667;344.91012;;
100751196;  Týbbi Görüntüleme Teknikleri;2;TYT;40;1;;1;;;388485;353.86421;;
100751187;  Týbbi Laboratuvar Teknikleri;2;TYT;50;2;;2;;;450262;344.25499;;
100751099;  Yaþlý Bakýmý;2;TYT;65;2;;2;;;735411;312.33924;;
;Serik Gülsün-Süleyman Süral Meslek Yüksekokulu;;;;;;;;;;;;
100790477;  Çim Alan Tesisi ve Yönetimi;2;TYT;30;1;;1;;;1727822;245.71027;;
100790421;  Çocuk Geliþimi;2;TYT;35;1;;1;;;919016;297.21797;;
100750762;  Geleneksel El Sanatlarý;2;TYT;20;1;;1;;;1510052;258.32593;;
100750577;  Grafik Tasarýmý;2;TYT;60;2;;2;;;753150;310.75124;;
100751266;  Halkla Ýliþkiler ve Tanýtým;2;TYT;60;2;;2;;;1357645;267.58199;;
100750805;  Mimari Restorasyon;2;TYT;40;1;;1;;;1179004;278.93489;;
100750744;  Moda Tasarýmý;2;TYT;40;1;;1;;;1014042;290.22591;;
100751636;  Optisyenlik;2;TYT;50;2;;2;;;657021;319.74299;;
100790468;  Peyzaj ve Süs Bitkileri Yetiþtiriciliði;2;TYT;30;1;;1;;;1462142;261.18062;;
100751699;  Saðlýk Kurumlarý Ýþletmeciliði;2;TYT;35;1;;1;;;1104283;283.95189;;
100751478;  Sahne ve Dekor Tasarýmý;2;TYT;25;1;;1;;;1349511;268.08519;;
100750789;  Tekstil Teknolojisi;2;TYT;30;1;;1;;;1554331;255.72528;;
100750611;  Turizm ve Otel Ýþletmeciliði;2;TYT;30;1;;1;;;1226860;275.82641;;
;Sosyal Bilimler Meslek Yüksekokulu;;;;;;;;;;;;
100750823;  Bankacýlýk ve Sigortacýlýk;2;TYT;30;1;;1;;;777270;308.66226;;
100751521;  Çaðrý Merkezi Hizmetleri;2;TYT;80;2;;2;;;1115107;283.20628;;
100750798;  Halkla Ýliþkiler ve Tanýtým;2;TYT;80;2;;2;;;993006;291.73250;;
100750929;  Ýþletme Yönetimi;2;TYT;35;1;;1;;;920714;297.09303;;
100751645;  Medya ve Ýletiþim;2;TYT;80;2;;2;;;850342;302.56719;;
100750841;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;1;;;1043152;288.15816;;
100790616;  Ofis Teknolojileri ve Veri Yönetimi;2;TYT;35;1;;1;;;...;----;;
100751681;  Özel Güvenlik ve Koruma;2;TYT;55;2;;2;;2;1064373;286.67091;;
100750108;  Pazarlama;2;TYT;30;1;;1;;;1090596;284.86786;;
100751239;  Sivil Hava Ulaþtýrma Ýþletmeciliði;2;TYT;35;1;;1;;10;561920;329.85576;;
100751557;  Sosyal Hizmetler;2;TYT;40;1;;1;;;850762;302.53107;;
100750126;  Turizm ve Otel Ýþletmeciliði;2;TYT;30;1;;1;;;723845;313.40231;;
100751381;  Turizm ve Otel Ýþletmeciliði (Uzaktan Öðretim);2;TYT;80;2;;2;;7;1259093;273.74391;;
100751063;  Turizm ve Seyahat Hizmetleri;2;TYT;30;1;;1;;;967987;293.55958;;
;Teknik Bilimler Meslek Yüksekokulu;;;;;;;;;;;;
100751142;  Bilgisayar Programcýlýðý;2;TYT;70;2;;2;;;346753;361.36201;;
100750162;  Biyomedikal Cihaz Teknolojisi;2;TYT;35;1;;1;;;742385;311.70966;;
100751584;  Coðrafi Bilgi Sistemleri;2;TYT;65;2;;2;;;1191084;278.14675;;
100750753;  Çevre Koruma ve Kontrol;2;TYT;55;2;;2;;;1161019;280.12908;;
100790466;  Doðalgaz ve Tesisatý Teknolojisi;2;TYT;45;2;;2;;;1223744;276.03108;;
100750198;  Elektrik;2;TYT;65;2;;2;;;627803;322.67670;;
100750992;  Elektronik Haberleþme Teknolojisi;2;TYT;60;2;;2;;;906911;298.12884;;
100751009;  Elektronik Teknolojisi;2;TYT;60;2;;2;;;816333;305.33739;;
100750232;  Harita ve Kadastro;2;TYT;30;1;;1;;;834848;303.81769;;
100750974;  Ýklimlendirme ve Soðutma Teknolojisi;2;TYT;45;2;;2;;;1073952;286.00454;;
100790333;  Ýklimlendirme ve Soðutma Teknolojisi (KKTC Uyruklu);2;TYT;1;;;;;5;;;;
100750965;  Ýnþaat Teknolojisi;2;TYT;40;1;;1;;;734329;312.43577;;
100751018;  Kontrol ve Otomasyon Teknolojisi;2;TYT;55;2;;2;;;834321;303.86074;;
100750277;  Makine;2;TYT;70;2;;2;;;694273;316.14410;;
100751548;  Nükleer Teknoloji ve Radyasyon Güvenliði;2;TYT;60;2;;2;;;982137;292.51307;;
100751487;  Organik Tarým;2;TYT;70;2;;2;;;1058085;287.10994;;
100750911;  Otomotiv Teknolojisi;2;TYT;30;1;;1;;;702372;315.38206;;
100790623;  Robotik ve Yapay Zeka;2;TYT;70;2;;2;;320;...;----;;
100790630;  Robotik ve Yapay Zeka (KKTC Uyruklu);2;TYT;1;;;;;5, 320;...;----;;
100750771;  Sivil Savunma ve Ýtfaiyecilik;2;TYT;70;2;;;;9;598234;325.79805;;
100790546;  Sivil Savunma ve Ýtfaiyecilik (KKTC Uyruklu);2;TYT;1;;;;;5, 9;1467173;260.87910;;
100751221;  Yapý Denetimi;2;TYT;70;2;;2;;;1044557;288.05921;;
;AKSARAY ÜNÝVERSÝTESÝ (Devlet Üniversitesi);;;;;;;;;;;;YÖKAK
;Aksaray Sosyal Bilimler Meslek Yüksekokulu;;;;;;;;;;;;
100890069;  Dýþ Ticaret;2;TYT;40;1;;1;;;1580576;254.19678;;
100850497;  Halkla Ýliþkiler ve Tanýtým;2;TYT;55;2;;2;;;1663625;249.37111;;
100850655;  Ýþ Saðlýðý ve Güvenliði;2;TYT;30;1;;1;;;1167734;279.67294;;
100850319;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;1;;;1487608;259.66257;;
100890125;  Ofis Teknolojileri ve Veri Yönetimi;2;TYT;35;1;;1;;;...;----;;
100850576;  Özel Güvenlik ve Koruma;2;TYT;30;1;;1;;2;1261156;273.61813;;
100850107;  Turizm ve Otel Ýþletmeciliði;2;TYT;25;1;;1;;;1521422;257.65615;;
;Aksaray Teknik Bilimler Meslek Yüksekokulu;;;;;;;;;;;;
100890065;  Alternatif Enerji Kaynaklarý Teknolojisi;2;TYT;30;1;;1;;;1623775;251.66311;;
100850382;  Bahçe Tarýmý;2;TYT;20;1;;1;;;1831941;239.86475;;
100850452;  Bilgisayar Programcýlýðý;2;TYT;50;2;;2;;;869053;301.06722;;
100890076;  Biyomedikal Cihaz Teknolojisi;2;TYT;30;1;;1;;;1210741;276.88251;;
100850488;  Çevre Koruma ve Kontrol;2;TYT;25;1;;1;;;1693612;247.65532;;
100890068;  Doðalgaz ve Tesisatý Teknolojisi;2;TYT;30;1;;1;;;1849927;238.85959;;
100850046;  Elektrik;2;TYT;40;1;;1;;;1198429;277.66961;;
100890097;  Geleneksel Tekstillerin Korunmasý ve Restorasyonu (Sultanhaný);2;TYT;20;1;;1;;;1950077;233.34821;;
100850664;  Ýnþaat Teknolojisi (Sultanhaný);2;TYT;30;1;;1;;;1903507;235.89313;;
100850628;  Kimya Teknolojisi;2;TYT;20;1;;1;;;1540556;256.53070;;
100850055;  Makine;2;TYT;30;1;;1;;;1207911;277.06187;;
100850355;  Otomotiv Teknolojisi;2;TYT;30;1;;1;;;1272130;272.91272;;
100890111;  Peyzaj ve Süs Bitkileri Yetiþtiriciliði;2;TYT;20;1;;1;;;1958768;232.87306;;
100850301;  Süt ve Ürünleri Teknolojisi;2;TYT;20;1;;1;;;1782265;242.63405;;
100850646;  Týbbi ve Aromatik Bitkiler;2;TYT;20;1;;1;;;1819583;240.54927;;
;Eskil Meslek Yüksekokulu;;;;;;;;;;;;
100850673;  Laborant ve Veteriner Saðlýk;2;TYT;60;2;;2;;;1291839;271.67198;;
100890066;  Lojistik;2;TYT;40;1;;1;;;1691440;247.77710;;
;Güzelyurt Meslek Yüksekokulu;;;;;;;;;;;;
100850531;  Aþçýlýk;2;TYT;60;2;;2;;;1335551;268.94552;;
100850594;  Bitki Koruma;2;TYT;25;1;;1;;;1637451;250.87680;;
100850346;  Gýda Teknolojisi;2;TYT;25;1;;1;;;1748856;244.51649;;
100850601;  Mimari Dekoratif Sanatlar;2;TYT;20;1;;1;;;1913684;235.33682;;
100850337;  Mimari Restorasyon;2;TYT;40;1;;1;;;1949803;233.36291;;
100850222;  Turizm ve Otel Ýþletmeciliði;2;TYT;20;1;;1;;;1766725;243.51381;;
;Ortaköy Meslek Yüksekokulu;;;;;;;;;;;;
100850197;  Bankacýlýk ve Sigortacýlýk;2;TYT;25;1;;1;;;1732297;245.45364;;
100850513;  Büro Yönetimi ve Yönetici Asistanlýðý;2;TYT;35;1;;1;;;1736146;245.23694;;
100890132;  Cnc Programlama ve Operatörlüðü;2;TYT;20;1;;1;;;...;----;;
100850407;  Elektronik Teknolojisi;2;TYT;30;1;;1;;;1660511;249.55138;;
100850152;  Makine;2;TYT;35;1;;1;;;1690175;247.84808;;
100850558;  Maliye;2;TYT;40;1;;1;;;1887278;236.78863;;
100850567;  Mekatronik;2;TYT;35;1;;1;;;1611117;252.40480;;
100850328;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;1;;;1861005;238.24556;;
100890055;  Sosyal Güvenlik;2;TYT;90;3;;3;;;1784689;242.49553;;
;Saðlýk Hizmetleri Meslek Yüksekokulu;;;;;;;;;;;;
100890067;  Optisyenlik;2;TYT;50;2;;2;;;810183;305.85918;;
100850116;  Týbbi Dokümantasyon ve Sekreterlik;2;TYT;30;1;;1;;;581711;327.60247;;
100850443;  Týbbi Laboratuvar Teknikleri;2;TYT;50;2;;2;;;598293;325.79261;;
100850522;  Yaþlý Bakýmý;2;TYT;60;2;;2;;;1029792;289.09496;;
;ALANYA ALAADDÝN KEYKUBAT ÜNÝVERSÝTESÝ (ANTALYA) (Devlet Üniversitesi);;;;;;;;;;;;
;Akseki Meslek Yüksekokulu;;;;;;;;;;;;
110550017;  Bilgisayar Programcýlýðý;2;TYT;50;2;;2;;;793197;307.29207;;
110550026;  Büro Yönetimi ve Yönetici Asistanlýðý;2;TYT;30;1;;1;;;1253168;274.12313;;
110550035;  Elektrik;2;TYT;30;1;;1;;;1218760;276.36417;;
110590024;  Mimari Restorasyon;2;TYT;40;1;;1;;;1510600;258.29294;;
110550062;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;1;;;1535418;256.83019;;
110550168;  Ormancýlýk ve Orman Ürünleri;2;TYT;30;1;;1;;;887724;299.59846;;
110590069;  Sivil Savunma ve Ýtfaiyecilik;2;TYT;30;1;;;;9;812716;305.64245;;
110590044;  Tapu ve Kadastro;2;TYT;40;1;;1;;;1123765;282.62210;;
;Alanya Ticaret ve Sanayi Odasý Meslek Yüksekokulu;;;;;;;;;;;;
110550071;  Bankacýlýk ve Sigortacýlýk;2;TYT;30;1;;1;;;1095120;284.56126;;
110590070;  Bilgisayar Programcýlýðý;2;TYT;50;2;;2;;;590470;326.63981;;
110590042;  Elektrik;2;TYT;45;2;;2;;;1000146;291.21452;;
110590048;  Emlak Yönetimi;2;TYT;70;2;;2;;;1377786;266.32247;;
110590025;  Ýç Mekan Tasarýmý;2;TYT;50;2;;2;;;918406;297.26452;;
110550186;  Ýklimlendirme ve Soðutma Teknolojisi;2;TYT;35;1;;1;;;1383710;265.96726;;
110550098;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;1;;;1277168;272.58822;;
110590045;  Sosyal Hizmetler;2;TYT;30;1;;1;;;1085746;285.19919;;
;Alanya Ticaret ve Sanayi Odasý Turizm Meslek Yüksekokulu;;;;;;;;;;;;
110590043;  Aþçýlýk;2;TYT;55;2;;2;;;722040;313.56870;;
110550195;  Turizm Animasyonu;2;TYT;55;2;;2;;;1492863;259.34306;;
110550105;  Turizm ve Otel Ýþletmeciliði;2;TYT;30;1;;1;;;1161723;280.08124;;
;Gazipaþa Mustafa Rahmi Büyükballý Meslek Yüksekokulu;;;;;;;;;;;;
110590078;  Aþçýlýk;2;TYT;25;1;;1;;;800822;306.64013;;
110550159;  Ýþletme Yönetimi;2;TYT;35;1;;1;;;1411574;264.24988;;
110550238;  Sivil Hava Ulaþtýrma Ýþletmeciliði;2;TYT;35;1;;1;;10;761203;310.04532;;
110590028;  Sivil Havacýlýk Kabin Hizmetleri;2;TYT;50;2;;2;;10;534307;333.09845;;
110550229;  Týbbi ve Aromatik Bitkiler;2;TYT;30;1;;1;;;1580310;254.21012;;
110550141;  Turizm ve Otel Ýþletmeciliði;2;TYT;30;1;;1;;;1298838;271.23479;;
;Saðlýk Hizmetleri Meslek Yüksekokulu;;;;;;;;;;;;
110590027;  Çocuk Geliþimi;2;TYT;30;1;;1;;;834163;303.87494;;
110590029;  Fizyoterapi;2;TYT;30;1;;1;;;587781;326.93642;;
110550202;  Ýlk ve Acil Yardým;2;TYT;40;1;;1;;;443050;345.29151;;
110590030;  Týbbi Laboratuvar Teknikleri;2;TYT;40;1;;1;;;555461;330.60163;;
;AMASYA ÜNÝVERSÝTESÝ (Devlet Üniversitesi);;;;;;;;;;;;YÖKAK
;Amasya Sosyal Bilimler Meslek Yüksekokulu;;;;;;;;;;;;
100950151;  Aþçýlýk;2;TYT;50;2;;2;;;1062638;286.79379;;
100950248;  Büro Yönetimi ve Yönetici Asistanlýðý;2;TYT;35;1;;1;;;1348364;268.15738;;
100950266;  Dýþ Ticaret;2;TYT;35;1;;1;;;1700927;247.23812;;
100950433;  Halkla Ýliþkiler ve Tanýtým;2;TYT;50;2;;2;;;1682413;248.28788;;
100950169;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;1;;;1523330;257.54323;;
100950099;  Pazarlama;2;TYT;25;1;;1;;;1819798;240.53778;;
100950521;  Reklamcýlýk;2;TYT;50;2;;2;;;1815583;240.77137;;
100950106;  Turizm ve Otel Ýþletmeciliði;2;TYT;25;1;;1;;;1529122;257.20507;;
;Amasya Teknik Bilimler Meslek Yüksekokulu;;;;;;;;;;;;
100950212;  Bilgisayar Programcýlýðý;2;TYT;50;2;;2;;;866395;301.26827;;
100990130;  Büyük Veri Analistliði;2;TYT;30;1;;1;;320;...;----;;
100950027;  Elektrik;2;TYT;35;1;;1;;;1222606;276.10744;;
100950196;  Elektronik Teknolojisi;2;TYT;40;1;;1;;;1492932;259.33993;;
100950063;  Harita ve Kadastro;2;TYT;30;1;;1;;;1431745;263.00745;;
100990137;  Ýnsansýz Araç Teknikerliði;2;TYT;30;1;;1;;320;...;----;;
100950178;  Ýnþaat Teknolojisi;2;TYT;35;1;;1;;;1770414;243.30764;;
100990051;  Kimya Teknolojisi;2;TYT;20;1;;1;;;1574327;254.55732;;
100950327;  Makine;2;TYT;40;1;;1;;;1380044;266.18412;;
100990028;  Moda Tasarýmý;2;TYT;30;1;;1;;;1534484;256.88691;;
100950406;  Otomotiv Teknolojisi;2;TYT;30;1;;1;;;1264053;273.43061;;
100990031;  Saðlýk Bilgi Sistemleri Teknikerliði;2;TYT;40;1;;1;;;1056277;287.23734;;
;Gümüþhacýköy Hasan Duman Meslek Yüksekokulu;;;;;;;;;;;;
100950284;  Bankacýlýk ve Sigortacýlýk;2;TYT;25;1;;1;;;1737429;245.16411;;
100990021;  Çaðrý Merkezi Hizmetleri;2;TYT;40;1;;1;;;1764238;243.64873;;
100950293;  Maliye;2;TYT;40;1;;1;;;1922565;234.84443;;
100950424;  Yerel Yönetimler;2;TYT;30;1;;1;;;1980843;231.68216;;
;Merzifon Meslek Yüksekokulu;;;;;;;;;;;;
100990033;  Basým ve Yayým Teknolojileri;2;TYT;35;1;;1;;;1923729;234.78330;;
100950221;  Bilgisayar Programcýlýðý;2;TYT;50;2;;2;;;1115985;283.14998;;
100950257;  Büro Yönetimi ve Yönetici Asistanlýðý;2;TYT;40;1;;1;;;1617859;252.01342;;
100950442;  Ýnþaat Teknolojisi;2;TYT;35;1;;1;;;1912678;235.39137;;
100950663;  Ýþ Saðlýðý ve Güvenliði;2;TYT;30;1;;1;;;1447887;262.04295;;
100950354;  Makine;2;TYT;30;1;;1;;;1602173;252.92544;;
100950275;  Mekatronik;2;TYT;30;1;;1;;;1372842;266.62390;;
100950769;  Sivil Hava Ulaþtýrma Ýþletmeciliði;2;TYT;35;1;;1;;10;1093708;284.66028;;
100990102;  Sivil Havacýlýk Kabin Hizmetleri;2;TYT;30;1;;1;;10;768567;309.41300;;
;Sabuncuoðlu Þerefeddin Saðlýk Hizmetleri Meslek Yüksekokulu;;;;;;;;;;;;
100950503;  Çocuk Geliþimi;2;TYT;30;1;;1;;;1022727;289.59995;;
100990060;  Eczane Hizmetleri;2;TYT;30;1;;1;;;702832;315.33897;;
100990025;  Engelli Bakýmý ve Rehabilitasyon;2;TYT;65;2;;2;;;1255312;273.98958;;
100990024;  Fizyoterapi;2;TYT;40;1;;1;;;695073;316.06756;;
100950681;  Ýlk ve Acil Yardým;2;TYT;40;1;;1;;;478583;340.26581;;
100950627;  Optisyenlik;2;TYT;40;1;;1;;;866359;301.27152;;
100950557;  Týbbi Dokümantasyon ve Sekreterlik;2;TYT;30;1;;1;;;621822;323.30329;;
100950699;  Týbbi Dokümantasyon ve Sekreterlik (Uzaktan Öðretim);2;TYT;100;3;;3;;7;967902;293.56638;;
100950496;  Týbbi Laboratuvar Teknikleri;2;TYT;40;1;;1;;;636513;321.79041;;
100950512;  Yaþlý Bakýmý;2;TYT;55;2;;2;;;1012109;290.36401;;
;Suluova Meslek Yüksekokulu;;;;;;;;;;;;
100990026;  Acil Durum ve Afet Yönetimi;2;TYT;40;1;;1;;;901330;298.55722;;
100990032;  Bitki Koruma;2;TYT;30;1;;1;;;1609236;252.51496;;
100990074;  Çevre Koruma ve Kontrol;2;TYT;30;1;;1;;;1879493;237.21588;;
100950487;  Gýda Kalite Kontrolü ve Analizi;2;TYT;50;2;;2;;;1896855;236.25470;;
100950309;  Gýda Teknolojisi;2;TYT;35;1;;1;;;1834460;239.72106;;
100950478;  Laborant ve Veteriner Saðlýk;2;TYT;60;2;;2;;;1134530;281.90653;;
100950548;  Sivil Savunma ve Ýtfaiyecilik;2;TYT;60;2;;;;9;1062455;286.80689;;
100950451;  Týbbi ve Aromatik Bitkiler;2;TYT;30;1;;1;;;1989453;231.21048;;
;Tasarým Meslek Yüksekokulu;;;;;;;;;;;;
100950751;  Bilgisayar Destekli Tasarým ve Animasyon;2;TYT;50;2;;2;;;1348784;268.13041;;
100950654;  Grafik Tasarýmý;2;TYT;60;2;;2;;;1334140;269.03399;;
100950742;  Mimari Restorasyon;2;TYT;30;1;;1;;;1835660;239.65180;;
;Taþova Yüksel Akýn Meslek Yüksekokulu;;;;;;;;;;;;
100950645;  Posta Hizmetleri;2;TYT;60;2;;2;;;1964210;232.57511;;
100990052;  Raylý Sistemler Elektrik ve Elektronik;2;TYT;40;1;;1;;6;1296339;271.38788;;
100950706;  Raylý Sistemler Ýþletmeciliði;2;TYT;35;1;;1;;6;1795735;241.87349;;
100990035;  Raylý Sistemler Makine Teknolojisi;2;TYT;45;2;;2;;6;1561936;255.27896;;
100990036;  Raylý Sistemler Yol Teknolojisi;2;TYT;35;1;;1;;6;1699395;247.32672;;
100990027;  Ulaþtýrma ve Trafik Hizmetleri;2;TYT;30;1;;1;;;1922238;234.86293;;
;ANADOLU ÜNÝVERSÝTESÝ (ESKÝÞEHÝR) (Devlet Üniversitesi);;;;;;;;;;;;
;Açýköðretim Fakültesi;;;;;;;;;;;;
101051376;  Acil Durum ve Afet Yönetimi (Açýköðretim);2;TYT;1000;25;;25;;13;1065736;286.57759;;
101051304;  Aþçýlýk (Açýköðretim);2;TYT;1600;40;;40;;13;1340829;268.62117;;
101050209;  Bankacýlýk ve Sigortacýlýk (Açýköðretim);2;TYT;250;7;;7;;13;1456151;261.54340;;
101090556;  Bilgisayar Programcýlýðý (Açýköðretim);2;TYT;2400;60;;60;;13;1020708;289.74315;;
101050933;  Büro Yönetimi ve Yönetici Asistanlýðý (Açýköðretim);2;TYT;250;7;;7;;13;1175953;279.12676;;
101050757;  Coðrafi Bilgi Sistemleri (Açýköðretim);2;TYT;1000;25;;25;;13;1776960;242.94036;;
101050236;  Dýþ Ticaret (Açýköðretim);2;TYT;250;7;;7;;13;1574039;254.57487;;
101090533;  Emlak Yönetimi (Açýköðretim);2;TYT;1000;25;;25;;13;1544635;256.28993;;
101051385;  Engelli Bakýmý ve Rehabilitasyon (Açýköðretim);2;TYT;1700;43;;43;;13;1571037;254.74762;;
101050809;  Fotoðrafçýlýk ve Kameramanlýk (Açýköðretim);2;TYT;1000;25;;25;;13;1686272;248.07020;;
101050881;  Halkla Ýliþkiler ve Tanýtým (Açýköðretim);2;TYT;3000;75;;75;;13;1695370;247.55752;;
101050263;  Ýlahiyat (Önlisans) (Açýköðretim);2;TYT;14500;363;;363;;13;1764307;243.64507;;
101050651;  Ýnsan Kaynaklarý Yönetimi (Açýköðretim);2;TYT;250;7;;7;;13;1299223;271.20773;;
101090530;  Ýþ Saðlýðý ve Güvenliði (Açýköðretim);2;TYT;250;7;;7;;13;1066853;286.49943;;
101050818;  Ýþletme Yönetimi (Açýköðretim);2;TYT;300;8;;8;;13;1505622;258.58595;;
101050863;  Kültürel Miras ve Turizm (Açýköðretim);2;TYT;300;8;;8;;13;1476766;260.29875;;
101050827;  Lojistik (Açýköðretim);2;TYT;900;23;;23;;13;1335754;268.93391;;
101050606;  Marka Ýletiþimi (Açýköðretim);2;TYT;2000;50;;50;;13;1871814;237.64775;;
101050872;  Medya ve Ýletiþim (Açýköðretim);2;TYT;150;4;;4;;13;1746050;244.67521;;
101050624;  Muhasebe ve Vergi Uygulamalarý (Açýköðretim);2;TYT;300;8;;8;;13;1410453;264.32108;;
101050306;  Saðlýk Kurumlarý Ýþletmeciliði (Açýköðretim);2;TYT;150;4;;4;;13;1619188;251.93222;;
101050572;  Sosyal Hizmetler (Açýköðretim);2;TYT;500;13;;13;;13;1640177;250.71767;;
101090531;  Sosyal Medya Yöneticiliði (Açýköðretim);2;TYT;1300;33;;33;;13;1748551;244.53368;;
101090532;  Tarým Teknolojisi (Açýköðretim);2;TYT;600;15;;15;;13;1192140;278.07998;;
101051261;  Týbbi Dokümantasyon ve Sekreterlik (Açýköðretim);2;TYT;200;5;;5;;13;580789;327.70011;;
101050324;  Turizm ve Otel Ýþletmeciliði (Açýköðretim);2;TYT;250;7;;7;;13;1198767;277.64698;;
101051349;  Web Tasarýmý ve Kodlama (Açýköðretim);2;TYT;3000;75;;75;;13;1697274;247.44876;;
101051279;  Yaþlý Bakýmý (Açýköðretim);2;TYT;150;4;;4;;13;1261463;273.59795;;
;Biliþim Teknolojileri Meslek Yüksekokulu;;;;;;;;;;;;
101090615;  Arka-Yüz Yazýlým Geliþtirme;2;TYT;30;1;;1;;320;...;----;;
101090622;  Arka-Yüz Yazýlým Geliþtirme (KKTC Uyruklu);2;TYT;1;;;;;5, 320;...;----;;
101090629;  Büyük Veri Analistliði;2;TYT;30;1;;1;;320;...;----;;
101090636;  Büyük Veri Analistliði (KKTC Uyruklu);2;TYT;2;;;;;5, 320;...;----;;
101090643;  Oyun Geliþtirme ve Programlama;2;TYT;30;1;;1;;320;...;----;;
101090650;  Ön-Yüz Yazýlým Geliþtirme;2;TYT;30;1;;1;;320;...;----;;
101090657;  Ön-Yüz Yazýlým Geliþtirme (KKTC Uyruklu);2;TYT;1;;;;;5, 320;...;----;;
;Engelliler Entegre Yüksekokulu;;;;;;;;;;;;
101051288;  Bilgisayar Operatörlüðü;2;TYT;11;1;;1;;16;1575831;254.47231;;
101051297;  Yapý Ressamlýðý;2;TYT;11;1;;1;;16;1962633;232.66014;;
;Eskiþehir Meslek Yüksekokulu;;;;;;;;;;;;
101050369;  Aþçýlýk;2;TYT;70;2;;2;;;521534;334.66059;*;TUADER
101050942;  Büro Yönetimi ve Yönetici Asistanlýðý;2;TYT;35;1;;1;;;794626;307.17136;;
101050387;  Dýþ Ticaret;2;TYT;40;1;;1;;;677671;317.72562;;
101090534;  Emlak Yönetimi;2;TYT;65;2;;2;;;1009713;290.53537;;
101050403;  Pazarlama;2;TYT;30;1;;1;;;835063;303.80038;;
101050412;  Turizm ve Otel Ýþletmeciliði;2;TYT;30;1;;1;;;763765;309.82394;*;TUADER
;Yunus Emre Saðlýk Hizmetleri Meslek Yüksekokulu;;;;;;;;;;;;
101050554;  Çocuk Geliþimi;2;TYT;40;1;;1;;;629521;322.50207;;
101050678;  Eczane Hizmetleri;2;TYT;35;1;;1;;;570924;328.81148;;
101050899;  Saç Bakýmý ve Güzellik Hizmetleri;2;TYT;65;2;;2;;;707564;314.90465;;
101050906;  Týbbi Laboratuvar Teknikleri;2;TYT;50;2;;2;;;470657;341.36011;;
101050915;  Yaþlý Bakýmý;2;TYT;80;2;;2;;;859230;301.83228;;
;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ (Devlet Üniversitesi);;;;;;;;;;;;
;Mutfak Sanatlarý Meslek Yüksekokulu;;;;;;;;;;;;
111790388;  Aþçýlýk;2;TYT;30;1;;1;;;508873;336.27847;;
;Polatlý Sosyal Bilimler Meslek Yüksekokulu;;;;;;;;;;;;
111790324;  Basým ve Yayým Teknolojileri;2;TYT;60;2;;2;;;1258970;273.75376;;
111790395;  Ceza Ýnfaz ve Güvenlik Hizmetleri;2;TYT;50;2;;2;;17, 313;762058;309.97003;;
111750995;  Çocuk Geliþimi;2;TYT;40;1;;1;;;720523;313.71103;;
111750986;  Giyim Üretim Teknolojisi;2;TYT;50;2;;2;;;1462529;261.15694;;
111750923;  Maliye;2;TYT;40;1;;1;;;992676;291.75741;;
111750932;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;1;;;1093147;284.69677;;
111751066;  Saç Bakýmý ve Güzellik Hizmetleri;2;TYT;60;2;;2;;;990029;291.94350;;
111790465;  Saç Bakýmý ve Güzellik Hizmetleri (KKTC Uyruklu);2;TYT;1;;;;;5;...;----;;
111750977;  Tapu ve Kadastro;2;TYT;60;2;;2;;;773707;308.97096;;
;ANKARA MÜZÝK VE GÜZEL SANATLAR ÜNÝVERSÝTESÝ (Devlet Üniversitesi);;;;;;;;;;;;
;Müzik ve Güzel Sanatlar Meslek Yüksekokulu;;;;;;;;;;;;
